"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.865111654E1,-1.057118118E-1,1.779559007E0,-1.765076770E0
1.866111554E1,6.974552983E-1,1.666473856E0,-1.706312252E0
1.867111454E1,1.401967601E0,1.511687387E0,-1.143752804E0
1.868111354E1,2.070255818E0,1.515197470E0,-5.185007151E-1
1.869111254E1,2.497891935E0,1.302195391E0,-1.593109353E-1
1.870111154E1,2.607767549E0,1.169099022E0,-1.249795568E-1
1.871111054E1,2.789404287E0,8.618836802E-1,-1.585215247E-1
1.872110954E1,2.976676571E0,3.584039140E-1,-1.981059686E-1
1.873110854E1,3.161191308E0,-1.841650736E-1,-3.179855840E-1
1.874110754E1,3.206624758E0,-5.271253216E-1,-8.474474895E-1
1.875110654E1,2.785056297E0,-8.262723827E-1,-1.854107645E0
1.876110554E1,2.229473746E0,-9.563448644E-1,-3.265812614E0
1.877110454E1,2.535281956E0,-7.892524910E-1,-4.613304631E0
1.878110354E1,3.510435559E0,-4.056450310E-1,-5.847151333E0
1.879110254E1,4.978744499E0,1.759748787E-2,-7.020686345E0
1.880110154E1,6.351725113E0,-9.258335084E-2,-7.138652751E0
1.881110054E1,8.278879099E0,-5.108083740E-1,-6.883031194E0
1.882109954E1,9.724212576E0,-1.097320941E0,-7.051986490E0
1.883109854E1,8.851553062E0,-1.136069855E0,-5.927258188E0
1.884109654E1,6.150894890E0,-9.334565234E-1,-3.548755871E0
1.885109554E1,4.199994777E0,-9.099404839E-1,-1.504772470E0
1.886109454E1,3.830267145E0,-7.412462658E-1,3.955489361E-1
1.887109354E1,3.583938568E0,-1.125999488E0,1.985091415E0
1.888109254E1,3.226845015E0,-1.930610860E0,2.983257320E0
1.889109154E1,4.190554447E0,-2.836842747E0,4.543159093E0
1.890109054E1,3.672782916E0,-4.236398372E0,5.478983154E0
1.891108954E1,3.247511414E0,-6.529424336E0,7.049708415E0
1.892108854E1,3.285977322E0,-8.011822143E0,8.959749355E0
1.893108754E1,2.585246413E0,-8.346209203E0,1.077948941E1
1.894108654E1,1.070829839E0,-7.251878235E0,1.016385478E1
1.895108554E1,-1.263496179E0,-5.365027353E0,9.199142550E0
1.896108454E1,-3.274558879E0,-3.496740210E0,7.332517186E0
1.897108354E1,-3.753696687E0,-1.641125884E0,5.749787006E0
1.898108254E1,-4.141657106E0,3.384836197E-2,4.940548148E0
1.899108154E1,-4.548466610E0,1.647926927E0,4.593819954E0
1.900108054E1,-4.513392672E0,2.912598981E0,4.360876822E0
1.901107954E1,-4.020860648E0,3.518366137E0,4.340090556E0
1.902107854E1,-2.966856757E0,3.329394652E0,4.159508656E0
1.903107754E1,-1.894523014E0,2.601785848E0,3.294875030E0
1.904107654E1,-9.624446797E-1,2.405834541E0,2.779012615E0
1.905107554E1,-8.862823570E-1,2.478309025E0,2.844173986E0
1.906107354E1,-1.782547665E0,2.232045060E0,3.088107544E0
1.907107354E1,-2.723462897E0,1.998334920E0,3.428735338E0
1.908107154E1,-3.708569630E0,1.993761081E0,3.796422291E0
1.909107054E1,-4.395028655E0,2.117707728E0,3.995976652E0
1.910106954E1,-4.706365407E0,2.167088195E0,4.016529907E0
1.911106854E1,-4.751989476E0,2.174462995E0,3.830791056E0
1.912106754E1,-4.515522228E0,2.026268384E0,3.391440335E0
1.913106654E1,-4.124183287E0,1.910583854E0,2.864900612E0
1.914106554E1,-3.709958344E0,1.743691309E0,2.223559288E0
1.915106454E1,-3.371978170E0,1.472299519E0,1.602152584E0
1.916106354E1,-2.929783071E0,1.004021453E0,9.161753699E-1
1.917106254E1,-2.179371879E0,4.047438289E-1,1.550950563E-1
1.918106154E1,-1.416464018E0,-1.546430665E-1,-4.835966018E-1
1.919106054E1,-8.547489077E-1,-3.526441142E-1,-7.110702476E-1
1.920105954E1,-3.037137365E-1,-2.477763480E-1,-8.384170496E-1
1.921105854E1,1.521924984E-1,-2.714341825E-1,-1.129095004E0
1.922105754E1,5.353734040E-1,-3.658459577E-1,-1.757311667E0
1.923105654E1,1.055673271E0,-6.896688536E-1,-3.070038478E0
1.924105554E1,1.901337944E0,-8.737479731E-1,-4.729237375E0
1.925105454E1,2.886211374E0,-6.858368808E-1,-6.149073483E0
1.926105354E1,3.561955376E0,-9.683433509E-1,-7.565957331E0
1.927105254E1,4.299179342E0,-1.656005148E0,-8.789791262E0
1.928105154E1,4.475912604E0,-2.336982846E0,-9.878159823E0
1.929104954E1,4.014040455E0,-2.266512057E0,-1.028665099E1
1.930104854E1,3.432215601E0,-1.788706830E0,-9.973914996E0
1.931104754E1,2.978371679E0,-7.400934872E-1,-8.499372924E0
1.932104725E1,3.337683665E0,1.153330689E0,-7.306028715E0
1.933104625E1,3.320264810E0,2.818353267E0,-7.408484212E0
1.934104525E1,3.112231402E0,3.622151584E0,-6.973266596E0
1.935104425E1,3.765322121E0,3.270662879E0,-6.525795554E0
1.936104325E1,4.632898065E0,2.368044717E0,-6.179291893E0
1.937104225E1,4.929972873E0,1.215510858E0,-5.488148664E0
1.938104125E1,5.100987559E0,-4.748291405E-1,-4.684388062E0
1.939104025E1,5.602399750E0,-2.268140360E0,-4.178764122E0
1.940103925E1,5.639948230E0,-4.199321178E0,-3.405384482E0
1.941103825E1,4.847902524E0,-5.686580359E0,-1.822720814E0
1.942103725E1,3.465721316E0,-7.083931584E0,-4.986378331E-1
1.943103625E1,2.468848815E0,-8.670374161E0,1.081800238E0
1.944103525E1,1.750939372E0,-9.431052479E0,2.648340794E0
1.945103425E1,1.514590237E0,-9.332245059E0,4.072375202E0
1.946103325E1,1.534173147E0,-7.903215959E0,5.890385646E0
1.947103225E1,1.304955277E0,-7.089671795E0,6.590421320E0
1.948103125E1,8.969944561E-1,-5.747751006E0,6.635969961E0
1.949103025E1,-1.876371503E-2,-4.427577473E0,6.328992308E0
1.950102925E1,-1.935514920E0,-2.031258983E0,8.057990588E0
1.951102725E1,-9.135648805E-1,-1.699623476E0,7.067254740E0
1.952102625E1,8.802018374E-1,-2.752423864E0,3.779672065E0
1.953102525E1,-1.483619875E-1,-1.124482428E0,5.209558074E0
1.954102425E1,7.338021755E-2,-4.393496977E-1,5.018852305E0
1.955102325E1,2.629551351E-2,4.599829137E-1,5.022953542E0
1.956102225E1,4.338622320E-1,9.433877268E-1,4.340080615E0
1.957102125E1,4.064516544E-1,1.169243594E0,4.306366739E0
1.958102025E1,-5.090609336E-1,1.660103023E0,4.420383936E0
1.959101925E1,-1.720957189E0,2.022839870E0,4.249840244E0
1.960101825E1,-2.949114550E0,2.125981976E0,4.263005542E0
1.961101725E1,-4.241332837E0,2.007032507E0,4.481532948E0
1.962101625E1,-4.166117179E0,1.359785787E0,4.473191310E0
1.963101525E1,-3.811458406E0,4.366871680E-1,4.488941663E0
1.964101425E1,-3.715892099E0,-3.901132914E-1,4.518595232E0
1.965101325E1,-3.886126181E0,-9.893845564E-1,4.336505920E0
1.966101225E1,-4.281001518E0,-1.195986127E0,3.324818329E0
1.967101125E1,-4.530216281E0,-1.080734437E0,2.280274941E0
1.968101025E1,-4.771824986E0,-5.711354135E-1,1.658534653E0
1.969100925E1,-4.852960950E0,9.525041208E-2,1.595266318E0
1.970100825E1,-4.775526858E0,5.597068843E-1,1.700839258E0
1.971100725E1,-4.450452073E0,7.755552422E-1,1.566876917E0
1.972100625E1,-4.053200428E0,7.712195317E-1,1.415859708E0
1.973100525E1,-3.545324140E0,5.267531464E-1,1.509072512E0
1.974100325E1,-2.954046092E0,1.775061183E-1,1.357200441E0
1.975100225E1,-2.155688902E0,-6.421426848E-2,6.495934993E-1
1.976100125E1,-1.294257211E0,-5.218742296E-2,7.244086236E-2
1.977100025E1,-1.045019644E0,1.017386287E-1,-5.496859261E-1
1.978099925E1,-3.607609266E-1,6.296296433E-2,-1.223957599E0
1.979099825E1,6.054540378E-1,-1.867074430E-2,-1.320428764E0
1.980099725E1,1.335351443E0,3.018347338E-2,-3.893508875E-1
1.981099625E1,1.979033992E0,1.408525546E-1,8.941948092E-1
1.982099525E1,2.744031647E0,4.605082861E-1,1.383652660E0
1.983099425E1,3.354917164E0,9.015298489E-1,1.293227516E0
1.984099325E1,3.595155866E0,1.299767919E0,1.003589782E-1
1.985099225E1,3.813533583E0,1.559354327E0,-2.049037442E0
1.986099125E1,4.111852094E0,1.500272160E0,-3.693290856E0
1.987099025E1,2.807741740E0,1.685109225E0,-4.314053197E0
1.988098925E1,1.190990705E0,1.667207682E0,-2.980667588E0
1.989098825E1,2.927157086E-1,1.113443908E0,-1.435366312E0
1.990098725E1,5.166424334E-1,4.596662870E-1,-1.226963945E0
1.991098625E1,2.028732401E0,5.678684279E-2,-2.207260759E0
1.992098525E1,4.218233997E0,-3.711917746E-1,-3.745945033E0
1.993098425E1,5.166545371E0,-3.986728111E-1,-5.092748247E0
1.994098225E1,5.762677193E0,-7.864534289E-2,-5.486445955E0
1.995098125E1,7.347964361E0,-3.156882495E-1,-5.098931093E0
1.996098025E1,7.900742587E0,-1.239877228E0,-4.271171179E0
1.997097925E1,6.481868931E0,-1.945120141E0,-3.384542667E0
1.998097825E1,3.953073292E0,-2.501571880E0,-2.282824327E0
1.999097725E1,2.145727585E0,-2.695917249E0,-1.186713174E0
2.000097625E1,1.500360453E-1,-1.620011735E0,-4.582123768E-1
2.001097525E1,-5.934245610E-1,-1.233918039E0,6.175595284E-2
2.002097425E1,-1.241511818E0,-1.026820185E0,1.027225982E0
2.003097325E1,-1.111926409E0,-1.802326165E0,1.593747796E0
2.004097225E1,-1.733071450E0,-1.515624610E0,2.561375155E0
2.005097125E1,-1.638812580E0,-1.307287146E0,2.491046015E0
2.006097025E1,-8.292948085E-1,-1.602180651E0,2.460352811E0
2.007096925E1,-4.097676104E-1,-1.373793962E0,2.221758638E0
2.008096825E1,-4.803014034E-1,-5.644603783E-1,1.569216972E0
2.009096725E1,7.651748264E-1,-6.697748718E-1,1.101559588E0
2.010096625E1,1.690797835E0,-7.726206708E-1,7.915334898E-1
2.011096525E1,1.391911560E0,-5.851197606E-1,7.352794746E-1
2.012096425E1,8.265846241E-1,-2.885598001E-1,9.918064731E-1
2.013096325E1,2.522138000E-2,1.896483001E-1,1.319342936E0
2.014096225E1,-1.452786922E0,7.955768394E-1,1.675464974E0
2.015096125E1,-2.876017338E0,1.265453827E0,1.984423663E0
2.016095925E1,-3.816512155E0,1.603538082E0,2.276918931E0
2.017095825E1,-4.727892516E0,2.020621436E0,2.516807678E0
2.018095725E1,-5.354574285E0,2.411707777E0,2.549802346E0
2.019095625E1,-5.412764606E0,2.287128755E0,2.521069129E0
2.020095525E1,-5.474509449E0,1.969593662E0,2.421695845E0
2.021095425E1,-5.439984564E0,1.756622865E0,2.233335832E0
2.022095325E1,-5.163342267E0,1.418520192E0,1.931907042E0
2.023095225E1,-4.796724184E0,1.286384228E0,1.444321762E0
2.024095125E1,-4.181912847E0,1.259545800E0,1.132686437E0
2.025095025E1,-3.770747752E0,1.214025080E0,8.827461802E-1
2.026094925E1,-3.538656560E0,1.244288222E0,8.292277117E-1
2.027094825E1,-3.096208861E0,1.399648157E0,7.002964604E-1
2.028094725E1,-2.709834207E0,1.546482559E0,5.439278805E-1
2.029094625E1,-2.442308888E0,1.617287955E0,3.756204557E-1
2.030094525E1,-2.316493764E0,1.763112982E0,1.886207251E-1
2.031094425E1,-2.143801512E0,2.000856093E0,8.639626577E-2
2.032094250E1,-1.836535007E0,2.158052346E0,-1.617794470E-1
2.033094150E1,-1.409747906E0,2.218588716E0,-6.354309583E-1
2.034094050E1,-9.212440288E-1,2.200771665E0,-1.105012515E0
2.035093950E1,-3.506680477E-1,2.163771215E0,-1.561198393E0
2.036093750E1,3.048217839E-1,2.026950170E0,-2.238297780E0
2.037093650E1,1.475223273E0,2.029422226E0,-2.735782396E0
2.038093550E1,2.664212476E0,1.997052187E0,-2.732613205E0
2.039093450E1,4.037165024E0,1.860572326E0,-2.410871625E0
2.040093350E1,5.080752684E0,9.748131488E-1,-2.128362232E0
2.041093250E1,4.958438873E0,1.604376572E-1,-1.942510382E0
2.042093150E1,4.382513859E0,-4.188879512E-1,-1.977527018E0
2.043093050E1,4.020563609E0,-1.032040141E0,-2.771934561E0
2.044092950E1,3.738589236E0,-1.207484385E0,-5.292602570E0
2.045092850E1,4.663121738E0,-1.357431114E-2,-8.731878684E0
2.046092750E1,5.169786483E0,2.937924734E0,-9.992670525E0
2.047092650E1,3.798879291E0,5.341209304E0,-8.609731518E0
2.048092550E1,1.801358158E0,6.347565404E0,-5.920669545E0
2.049092450E1,1.005071467E0,6.137618203E0,-3.656245821E0
2.050092350E1,1.757720388E0,4.940094988E0,-2.363489883E0
2.051092250E1,1.370258151E0,2.297303495E0,-1.177812250E0
2.052092150E1,1.524481972E0,-4.102451818E-1,-1.633071783E-1
2.053092050E1,3.559722324E0,-1.104874082E0,2.171290442E-1
2.054091950E1,4.370500755E0,-1.009897758E0,4.258598788E-1
2.055091850E1,2.589137151E0,-9.116554722E-1,1.075663439E0
2.056091750E1,6.728543079E-1,-8.371749549E-1,1.384561317E0
2.057091650E1,5.183609301E-1,-7.025634259E-1,1.314185838E0
2.058091450E1,1.171434692E0,-6.736114492E-1,1.293067449E0
2.059091350E1,2.140024796E0,-7.511282795E-1,1.303807468E0
2.060091250E1,2.894474074E0,-9.530538321E-1,1.440366559E0
2.061091150E1,2.891911824E0,-1.422756646E0,1.798717117E0
2.062091050E1,2.609190177E0,-1.810684467E0,2.064147963E0
2.063090950E1,2.564023944E0,-2.016796480E0,2.207712164E0
2.064090850E1,2.870776479E0,-2.024434844E0,2.312875507E0
2.065090750E1,2.822386676E0,-1.966972355E0,2.341599369E0
2.066090650E1,2.892386618E0,-2.055131703E0,2.325970639E0
2.067090550E1,2.448292928E0,-2.104370375E0,2.126706008E0
2.068090450E1,1.261788207E0,-2.052383658E0,1.956593109E0
2.069090350E1,-7.531740010E-2,-1.884176220E0,1.787626118E0
2.070090250E1,-9.464642394E-1,-1.737565474E0,1.596019732E0
2.071090150E1,-1.930374048E0,-1.714576707E0,1.554648488E0
2.072090050E1,-2.805701061E0,-1.745240529E0,1.458578881E0
2.073089950E1,-3.581632426E0,-1.948257318E0,1.324926734E0
2.074089850E1,-4.095882763E0,-2.199373157E0,1.254016381E0
2.075089750E1,-4.240917685E0,-2.430981223E0,1.431474552E0
2.076089650E1,-4.417574349E0,-2.628212923E0,1.796271811E0
2.077089550E1,-4.768236549E0,-2.843468227E0,1.972801445E0
2.078089350E1,-5.152289860E0,-3.048173108E0,2.053118799E0
2.079089250E1,-5.516649163E0,-3.379291867E0,2.148186339E0
2.080089150E1,-5.843295094E0,-3.722485711E0,2.267232141E0
2.081089050E1,-6.080002663E0,-3.966842608E0,2.368318806E0
2.082088950E1,-6.203064918E0,-4.048253391E0,2.453993379E0
2.083088850E1,-6.342541476E0,-3.888030619E0,2.433993562E0
2.084088750E1,-6.206003144E0,-3.239015409E0,2.386180880E0
2.085088650E1,-5.713412063E0,-2.191291136E0,2.414983095E0
2.086088550E1,-5.221781679E0,-1.263824208E0,2.367241749E0
2.087088450E1,-4.737235782E0,-6.718755571E-1,2.363400128E0
2.088088350E1,-4.016201586E0,-2.263558409E-1,2.422619559E0
2.089088250E1,-2.925361991E0,2.224041464E-1,2.424615798E0
2.090088150E1,-1.590121645E0,5.735652240E-1,2.309689944E0
2.091088050E1,-2.297084516E-1,6.864417753E-1,2.145855639E0
2.092087950E1,9.388242674E-1,6.412648715E-1,1.923902349E0
2.093087850E1,1.574845210E0,5.513094056E-1,1.626660311E0
2.094087750E1,2.036450726E0,4.563102776E-1,1.397371105E0
2.095087650E1,2.677524247E0,6.134430885E-1,1.184450521E0
2.096087550E1,2.955667525E0,7.447668012E-1,9.526599491E-1
2.097087450E1,2.914060493E0,8.271594784E-1,6.937896788E-1
2.098087250E1,2.877400205E0,7.411719330E-1,4.003776034E-1
2.099087150E1,3.370488884E0,6.664739724E-1,4.468091369E-2
2.100087050E1,4.074150417E0,5.873333703E-1,-3.824312925E-1
2.101086950E1,4.594942034E0,4.708103491E-1,-6.992533171E-1
2.102086850E1,4.832942423E0,4.373134048E-1,-1.398266314E0
2.103086750E1,5.482749930E0,5.789901245E-1,-2.577104166E0
2.104086650E1,5.828353119E0,8.453802064E-1,-4.043098778E0
2.105086550E1,5.667163510E0,1.213543416E0,-5.014160500E0
2.106086450E1,7.175307192E0,1.799171592E0,-7.172845514E0
2.107086350E1,9.892462113E0,3.057938835E0,-9.095969015E0
2.108086250E1,8.007388199E0,4.305958019E0,-1.368222384E1
2.109086150E1,3.819644508E0,4.528792191E0,-1.617476557E1
2.110086050E1,5.133779914E0,3.891437207E0,-1.047896825E1
2.111085950E1,5.478753943E0,3.257306085E0,-5.332641379E0
2.112085850E1,2.819304609E0,2.521074391E0,-2.438273140E0
2.113085750E1,2.992622513E-1,1.896547320E0,-7.852749225E-1
2.114085650E1,-1.018998365E0,1.338655412E0,-1.133932990E-1
2.115085550E1,-1.372979445E0,7.788315833E-1,8.948154911E-2
2.116085450E1,-9.267246240E-1,2.056016971E-1,4.249029820E-1
2.117085250E1,1.135318780E-1,-5.393856172E-1,7.682041226E-1
2.118085150E1,1.490604959E0,-1.500633226E0,1.117543756E0
2.119085050E1,2.931931922E0,-2.527073050E0,1.543738022E0
2.120084950E1,4.259174446E0,-3.432583390E0,1.750359913E0
2.121084850E1,4.731608421E0,-3.944662657E0,1.623105789E0
2.122084750E1,4.470698057E0,-4.150563000E0,1.355493346E0
2.123084650E1,3.262713005E0,-4.337655190E0,1.198692073E0
2.124084550E1,1.371294277E0,-4.050409259E0,1.156040143E0
2.125084450E1,-2.860253245E-1,-4.003958978E0,1.225328479E0
2.126084350E1,-1.890210108E0,-4.275289958E0,1.394599525E0
2.127084250E1,-3.158900954E0,-4.070276929E0,1.607525883E0
2.128084150E1,-4.105447054E0,-3.425535741E0,1.560158758E0
2.129084050E1,-5.172476202E0,-2.912432628E0,1.347216028E0
2.130083950E1,-5.847989824E0,-2.580342938E0,1.099144396E0
2.131083850E1,-6.249109402E0,-2.279776466E0,8.859326935E-1
2.132083750E1,-6.527554981E0,-2.142336638E0,7.771546018E-1
2.133083779E1,-6.497438312E0,-1.981798848E0,7.827480483E-1
2.134083679E1,-6.316200939E0,-1.843435453E0,1.034229777E0
2.135083579E1,-5.964849352E0,-1.680476330E0,1.305739388E0
2.136083479E1,-5.480532081E0,-1.615459970E0,1.347005528E0
2.137083279E1,-4.911642437E0,-1.625499200E0,1.544357243E0
2.138083179E1,-4.438975158E0,-1.611460766E0,1.821903520E0
2.139083079E1,-4.287703596E0,-1.496028836E0,2.101380547E0
2.140082979E1,-4.371653241E0,-1.329922449E0,2.334133644E0
2.141082879E1,-4.419181164E0,-1.154292337E0,2.438840904E0
2.142082779E1,-4.249530634E0,-1.020941541E0,2.487178667E0
2.143082679E1,-3.874466248E0,-9.078441109E-1,2.548945144E0
2.144082579E1,-3.309169133E0,-7.991535813E-1,2.612773350E0
2.145082479E1,-2.535505904E0,-7.246786188E-1,2.671318012E0
2.146082379E1,-1.726213251E0,-6.367930672E-1,2.714978002E0
2.147082279E1,-1.081143742E0,-4.945255229E-1,2.733724176E0
2.148082179E1,-5.479998815E-1,-3.132153523E-1,2.695469352E0
2.149082079E1,-2.493954420E-2,-1.179370972E-1,2.672232517E0
2.150081979E1,5.048912841E-1,5.289394934E-2,2.617198523E0
2.151081879E1,1.115847552E0,2.638590781E-1,2.574450699E0
2.152081779E1,1.601986815E0,4.224966335E-1,2.499875311E0
2.153081679E1,1.897861775E0,4.727283821E-1,2.311713080E0
2.154081579E1,1.969973146E0,5.212786907E-1,2.074012070E0
2.155081479E1,2.370092266E0,5.383967069E-1,1.929074796E0
2.156081379E1,3.172917314E0,4.628624482E-1,1.849109445E0
2.157081179E1,3.941060772E0,4.801219670E-1,1.684910274E0
2.158081079E1,4.213389578E0,6.427879250E-1,1.225570554E0
2.159080979E1,3.923304532E0,7.620711243E-1,6.850603706E-1
2.160080879E1,3.775037854E0,9.572404385E-1,1.702563018E-1
2.161080779E1,4.722792574E0,2.035457138E0,-1.233309343E0
2.162080679E1,6.083537305E0,3.417737895E0,-3.798668207E0
2.163080579E1,7.779736213E0,4.808398443E0,-8.324760447E0
2.164080479E1,9.012266123E0,6.466442807E0,-1.330910365E1
2.165080379E1,6.681536143E0,6.082560820E0,-1.713454392E1
2.166080279E1,1.137886877E0,2.276318276E0,-1.748220416E1
2.167080179E1,-1.799244390E0,-2.360758941E0,-1.245422552E1
2.168080079E1,-1.876041135E0,-3.378150783E0,-5.788460491E0
2.169079979E1,-1.608035175E0,-2.544707083E0,-2.491145418E0
2.170079879E1,-6.362215018E-1,-2.643380016E0,-1.827765938E0
2.171079779E1,1.353207670E0,-3.008002152E0,-1.767360692E0
2.172079679E1,2.705497327E0,-3.275546181E0,-1.409371930E0
2.173079579E1,3.203942056E0,-2.797668157E0,-2.545644537E-1
2.174079479E1,2.328319173E0,-2.531830929E0,7.717997217E-1
2.175079279E1,1.233799925E0,-2.335724671E0,1.337175189E0
2.176079179E1,5.985964233E-1,-2.231722001E0,1.472996653E0
2.177079079E1,9.052097940E-1,-2.098106984E0,1.462818990E0
2.178078979E1,1.633012142E0,-1.896309924E0,1.585948488E0
2.179078879E1,1.810592081E0,-1.628222687E0,1.941097841E0
2.180078779E1,1.268606645E0,-1.323781557E0,2.420162559E0
2.181078679E1,5.931602669E-1,-1.014576554E0,2.757263896E0
2.182078579E1,-8.088219523E-2,-7.745658202E-1,2.967190633E0
2.183078479E1,-6.759381294E-1,-6.147109111E-1,3.029737129E0
2.184078379E1,-1.340466587E0,-4.770828035E-1,2.959439564E0
2.185078279E1,-2.056448788E0,-3.923045354E-1,2.756485047E0
2.186078179E1,-2.541905681E0,-3.805457848E-1,2.337354290E0
2.187078079E1,-2.961987196E0,-4.003549819E-1,2.003542742E0
2.188077979E1,-3.326473383E0,-3.177116054E-1,1.956003710E0
2.189077879E1,-3.705936629E0,-2.450758845E-1,2.054110487E0
2.190077779E1,-4.124004947E0,-2.354990955E-1,2.199501650E0
2.191077679E1,-4.628406819E0,-1.929818708E-1,2.276813389E0
2.192077579E1,-5.079827070E0,-2.783819173E-1,2.232740586E0
2.193077479E1,-5.091751297E0,-5.283448315E-1,2.166907954E0
2.194077279E1,-4.676101972E0,-6.930820195E-1,2.210965555E0
2.195077179E1,-4.269414091E0,-8.646091405E-1,2.312650828E0
2.196077079E1,-3.814729924E0,-1.085826777E0,2.495312436E0
2.197076979E1,-3.582151659E0,-1.016912005E0,2.740092963E0
2.198076879E1,-3.552388161E0,-1.029659593E0,2.924342237E0
2.199076779E1,-3.533308112E0,-9.636750801E-1,3.021697208E0
2.200076679E1,-3.577097325E0,-9.184470863E-1,3.048555808E0
2.201076579E1,-3.358759954E0,-7.125927895E-1,3.041948454E0
2.202076479E1,-3.054222929E0,-4.535971695E-1,3.045852056E0
2.203076379E1,-2.623001885E0,-2.670772029E-1,3.038339845E0
2.204076279E1,-2.087454818E0,-7.476827346E-2,3.025330667E0
2.205076179E1,-1.487689537E0,3.332986012E-3,2.929909955E0
2.206076079E1,-6.224495548E-1,-1.400693201E-2,2.766779655E0
2.207075979E1,3.043177539E-1,-5.563340642E-2,2.544086108E0
2.208075879E1,1.121375510E0,-1.076971608E-1,2.306104431E0
2.209075779E1,1.547691910E0,-1.486490858E-1,2.096346095E0
2.210075679E1,1.698554751E0,-1.236387902E-1,1.872387064E0
2.211075579E1,1.974287807E0,-1.038417260E-1,1.575166368E0
2.212075479E1,2.540629819E0,-6.476624563E-2,1.288623419E0
2.213075279E1,3.193924606E0,-1.072817892E-2,1.046384969E0
2.214075179E1,3.550340466E0,3.742481142E-2,8.190732177E-1
2.215075079E1,3.418392198E0,6.260248348E-2,5.752373815E-1
2.216074979E1,3.315659543E0,1.642522345E-1,2.946504792E-1
2.217074879E1,4.171691329E0,1.759808721E-1,8.233807884E-2
2.218074779E1,6.109438131E0,1.657476600E-1,-2.076338969E-2
2.219074679E1,8.442777139E0,1.626603301E-1,-3.086569726E-1
2.220074579E1,9.852734960E0,3.149669954E-1,-1.661410314E0
2.221074479E1,9.907031035E0,7.005499372E-1,-3.943008479E0
2.222074379E1,9.171741913E0,1.396319922E0,-6.361836703E0
2.223074279E1,7.148573722E0,2.364143017E0,-7.807176611E0
2.224074179E1,3.689930461E0,2.925292117E0,-7.108944803E0
2.225074079E1,4.886488885E-1,2.733195003E0,-5.498857840E0
2.226073979E1,-1.416531846E0,2.079298391E0,-4.613217507E0
2.227073879E1,-2.298087314E0,1.385486347E0,-4.435714166E0
2.228073779E1,-2.308322280E0,8.722038697E-1,-4.425336528E0
2.229073679E1,-1.262723762E0,3.843740299E-1,-3.553973342E0
2.230073579E1,-4.826806355E-1,-1.541258803E-1,-2.495760040E0
2.231073479E1,-3.332620561E-1,-9.643663672E-1,-1.770201269E0
2.232073279E1,9.940851331E-3,-2.187036994E0,-1.119047733E0
2.233073054E1,1.324534094E0,-3.511605586E0,-7.294343054E-1
2.234072954E1,2.751753480E0,-4.519518215E0,-5.647930849E-1
2.235072854E1,3.265825478E0,-5.018060008E0,-3.904349613E-1
2.236072754E1,2.879485322E0,-5.287407319E0,4.252095222E-2
2.237072654E1,1.755437635E0,-4.966851847E0,4.435814738E-1
2.238072554E1,-2.079784441E-1,-4.084095946E0,5.444950239E-1
2.239072454E1,-2.142815087E0,-3.096058296E0,5.335502787E-1
2.240072354E1,-3.306802765E0,-2.315237490E0,6.559950310E-1
2.241072254E1,-4.007548292E0,-1.541002695E0,8.373259592E-1
2.242072154E1,-4.966591061E0,-8.347020212E-1,1.255778439E0
2.243072054E1,-5.607225457E0,-3.801606725E-1,1.464725182E0
2.244071954E1,-5.650225881E0,-1.981838463E-1,1.469169066E0
2.245071854E1,-5.620382861E0,-1.607707293E-1,1.429192822E0
2.246071754E1,-5.067171357E0,-1.123330526E-1,1.537624758E0
2.247071654E1,-4.310651579E0,-7.073179431E-2,1.592869252E0
2.248071554E1,-3.526434710E0,9.374343842E-2,1.571308229E0
2.249071454E1,-3.618345339E0,1.302088826E0,2.143065348E0
2.250071354E1,-2.526210585E0,2.151994338E0,2.468047746E0
2.251071154E1,-1.566777806E0,2.613568572E0,2.509776986E0
2.252071054E1,-1.345991036E0,3.156779876E0,2.453292882E0
2.253070954E1,-1.997077330E0,3.440706927E0,2.602465879E0
2.254070854E1,-2.761345253E0,3.373174218E0,2.559500538E0
2.255070754E1,-3.434044025E0,3.059626341E0,2.578912125E0
2.256070654E1,-3.795941650E0,2.519130192E0,2.504854800E0
2.257070554E1,-3.228080531E0,1.729581539E0,2.375233723E0
2.258070454E1,-3.116772934E0,6.710987545E-1,2.164914054E0
2.259070354E1,-2.935426803E0,-2.107447618E-1,1.879951168E0
2.260070254E1,-2.202905753E0,-9.422879387E-1,1.685799050E0
2.261070154E1,-1.349550236E0,-1.682201112E0,1.623623267E0
2.262070054E1,-5.938338661E-1,-2.434354336E0,1.371229373E0
2.263069954E1,5.331637412E-1,-2.779226038E0,7.916744077E-1
2.264069854E1,1.503039647E0,-2.575752289E0,1.489063815E-1
2.265069754E1,1.246246893E0,-1.765121647E0,-2.775766826E-1
2.266069654E1,1.003533649E0,-5.189668478E-1,-4.584111822E-1
2.267069554E1,1.863576041E0,3.153427521E-1,-6.180267209E-1
2.268069454E1,2.475240991E0,4.504837465E-1,-8.024777234E-1
2.269069254E1,2.999728049E0,-8.656459250E-2,-1.192374156E0
2.270069154E1,4.188532480E0,-8.597600446E-1,-1.758171208E0
2.271069054E1,4.426700683E0,-1.023640762E0,-1.687629229E0
2.272068954E1,4.011075917E0,-6.940471025E-1,-1.855419175E0
