"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.108099005E2,-3.475266895E0,-2.933437580E0,9.894687563E-2
4.108199015E2,-2.828968887E0,-1.614143177E0,1.521160169E0
4.108299015E2,-1.258372995E0,-8.297842205E-1,3.454117224E0
4.108399015E2,1.270438432E-1,-3.483414406E-1,4.515285708E0
4.108499015E2,3.551058651E-1,2.273397446E-1,5.682574432E0
4.108599025E2,1.815127474E0,4.454905897E-1,6.013682958E0
4.108699025E2,3.386207954E0,9.923625433E-1,4.657058176E0
4.108799025E2,2.874476012E0,1.653042364E0,3.189903476E0
4.108899025E2,2.485920931E0,2.206687732E0,3.266264311E0
4.108999025E2,2.088602919E0,3.242165889E0,4.383119923E0
4.109099035E2,1.078152380E0,4.518400812E0,5.979610648E0
4.109199035E2,4.865281399E-1,4.971969330E0,7.388508954E0
4.109299035E2,-1.084529865E-1,5.437407696E0,8.726578767E0
4.109399035E2,-7.649210572E-1,6.333461335E0,9.502856871E0
4.109499045E2,-1.190661799E0,7.258296724E0,9.517779551E0
4.109599045E2,-1.474829317E0,7.910396925E0,9.074251286E0
4.109699045E2,-1.573065756E0,8.295336088E0,8.585239286E0
4.109799045E2,-1.525015238E0,8.368253206E0,8.268957544E0
4.109899045E2,-1.517861900E0,8.196783022E0,7.593377264E0
4.109999055E2,-1.369298623E0,8.266038614E0,6.910859848E0
4.110099055E2,-1.111608832E0,8.438565974E0,6.097473559E0
4.110199055E2,-9.744275250E-1,8.476131996E0,5.286679925E0
4.110299055E2,-9.790963805E-1,8.178947845E0,4.187582307E0
4.110399065E2,-6.618755027E-1,7.362270743E0,2.571929964E0
4.110499065E2,-1.472018268E-1,5.540080710E0,-5.216839027E-1
4.110599065E2,5.310306770E-1,3.087791210E0,-5.530576061E0
4.110699065E2,1.264874222E0,6.118175626E-2,-1.086030260E1
4.110799065E2,-1.381031646E0,-5.367648075E0,-2.275436954E1
4.110899075E2,-5.536024497E0,-1.659740115E1,-2.470080005E1
4.110999075E2,-2.371497060E0,-2.765709615E1,-1.047875658E1
4.111099075E2,2.587413391E0,-2.688799082E1,-5.729442204E0
4.111199075E2,6.903104101E0,-1.667491067E1,-6.600080336E0
4.111299085E2,6.503269740E0,-5.439957082E0,-4.005112049E0
4.111399085E2,3.881907415E0,1.481645270E0,-2.551966985E0
4.111499085E2,2.009687435E0,6.689891229E0,-1.887719779E0
4.111599085E2,-5.427868695E-1,1.191839838E1,1.247789973E0
4.111699085E2,-1.300504376E0,1.198266512E1,4.362058545E0
4.111799095E2,4.839662920E-1,7.004137555E0,6.323823370E0
4.111899095E2,-2.012163438E0,1.300127231E0,9.840534160E0
4.111999095E2,-4.682944969E0,-3.763448673E0,1.309906582E1
4.112099095E2,-6.710474013E0,-8.467064134E0,8.717738362E0
4.112199095E2,-1.362954628E1,-1.458358500E1,-3.208064927E0
4.112299105E2,-1.805812567E1,-2.013426028E1,-1.646884193E1
4.112399105E2,-1.054185973E1,-1.469312323E1,3.341215968E-1
4.112499105E2,-3.261272836E0,-3.198432809E0,1.117438462E1
4.112599105E2,6.709912388E-1,3.467439228E0,6.815238576E0
4.112699115E2,1.190044041E0,6.291173102E0,4.752849309E0
4.112799115E2,2.320038200E0,7.466897312E0,5.263444844E0
4.112899115E2,2.750526735E0,6.630043808E0,7.074817529E0
4.112999115E2,2.683253934E0,4.819493827E0,7.330717998E0
4.113099125E2,1.430430239E0,2.808916445E0,6.074859452E0
4.113199125E2,1.376841238E0,1.891042167E-1,6.320965251E0
4.113299125E2,2.137024004E0,-1.934225024E0,6.499149792E0
4.113399125E2,2.267547891E0,-3.668205716E0,5.533601410E0
4.113499125E2,2.901919919E0,-5.166022046E0,4.306542156E0
4.113599135E2,4.058315572E0,-5.233480203E0,2.916611048E0
4.113699135E2,4.907627739E0,-4.287211261E0,1.130813939E0
4.113799135E2,4.194737253E0,-3.362183499E0,-5.808752668E-1
4.113899135E2,4.521460952E0,-1.912636519E0,-9.568349341E-1
4.113999145E2,4.320314687E0,2.146501172E-1,-3.701123786E-1
4.114099145E2,2.549678678E0,1.960619940E0,2.270228620E-1
4.114199145E2,6.387831670E-1,2.993362770E0,-1.195241411E-1
4.114299145E2,-2.047404023E-1,4.035514355E0,-5.747415376E-1
4.114399145E2,-1.458047516E0,4.755382615E0,-2.061545806E0
4.114499155E2,-2.606073611E0,4.992657949E0,-2.174460218E0
4.114599155E2,-3.378649843E0,4.902588608E0,-5.443208134E-1
4.114699155E2,-4.034153123E0,4.711738998E0,8.749381739E-1
4.114799155E2,-4.008091206E0,4.233768879E0,7.855184591E-1
4.114899165E2,-3.361307293E0,4.138456925E0,-1.374078868E-1
4.114999165E2,-2.866479945E0,4.248420832E0,-1.800429620E0
4.115099165E2,-2.729476758E0,4.318132507E0,-3.010405065E0
4.115199165E2,-2.500217373E0,4.195237482E0,-3.646602593E0
4.115299165E2,-2.184005944E0,3.712143449E0,-3.389221609E0
4.115399175E2,-1.298862332E0,2.976308781E0,-2.628253854E0
4.115499175E2,-5.841690034E-1,2.248531576E0,-1.667780417E0
4.115599175E2,6.947062299E-2,1.592659922E0,-6.867835450E-1
4.115699175E2,7.426952058E-1,5.933970791E-1,2.179973558E-2
4.115799185E2,1.521882885E0,-7.782661575E-1,6.529176414E-2
4.115899185E2,2.692522940E0,-2.296130251E0,-6.819771338E-1
4.115999185E2,3.847484272E0,-3.083607527E0,-2.263284101E0
4.116099185E2,4.761999617E0,-3.123531146E0,-4.119786766E0
4.116199185E2,5.046828893E0,-3.142248083E0,-5.196843304E0
4.116299195E2,5.433795286E0,-2.345643888E0,-4.657696692E0
4.116399195E2,6.176274145E0,-1.752532153E0,-3.583802328E0
4.116499195E2,5.988770896E0,-2.103857428E0,-2.920797070E0
4.116599195E2,5.411727310E0,-2.622401960E0,-1.537901332E0
4.116699205E2,4.355688003E0,-3.650608521E0,-9.168124241E-1
4.116799205E2,3.227491424E0,-4.858373133E0,-2.013633429E0
4.116899205E2,2.110525885E0,-5.993030008E0,-4.358972969E0
4.116999205E2,2.920702929E0,-5.665112307E0,-6.201775607E0
4.117099215E2,4.966640178E0,-5.381280858E0,-5.757903526E0
4.117199218E2,5.730060840E0,-6.515913175E0,-4.396813810E0
4.117299217E2,5.942589002E0,-7.256814455E0,-3.460139564E0
4.117399217E2,5.879739620E0,-7.342732857E0,-2.211126061E0
4.117499217E2,4.866829961E0,-5.948368975E0,-1.044725675E0
4.117599227E2,3.165664720E0,-4.343814647E0,-7.953505522E-1
4.117699227E2,2.246461662E0,-3.016442900E0,-7.226527047E-1
4.117799227E2,2.507592466E0,-2.442090202E0,1.781168599E-1
4.117899227E2,1.866479183E0,-2.647762504E0,1.443496866E0
4.117999237E2,-2.179278287E-1,-3.165879021E0,2.294336910E0
4.118099238E2,-2.273221298E0,-3.401981987E0,3.399973469E0
4.118199237E2,-3.536928416E0,-3.717173223E0,3.827433584E0
4.118299237E2,-4.922405992E0,-4.957672888E0,3.977356778E0
4.118399237E2,-5.308290650E0,-6.872547137E0,2.453599277E0
4.118499247E2,-5.162060557E0,-8.597703795E0,1.397959335E0
4.118599247E2,-4.973508317E0,-8.997182645E0,7.599041462E-2
4.118699247E2,-3.893221777E0,-7.366560261E0,-8.876400805E-1
4.118799248E2,-3.073287484E0,-5.333213822E0,-1.364334483E0
4.118899257E2,-3.319647928E0,-3.524682299E0,-3.387126844E-1
4.118999257E2,-3.436048743E0,-2.125371673E0,1.955571454E0
4.119099257E2,-1.624734823E0,-8.855391759E-1,4.290449741E0
4.119199257E2,-1.800654446E-1,4.051255059E-1,5.857214391E0
4.119299268E2,4.078177102E-1,7.632388133E-1,6.121389840E0
4.119399267E2,2.232177499E0,8.812683696E-1,6.073664866E0
4.119499267E2,3.699049486E0,1.265930375E0,4.042366122E0
4.119599267E2,2.865336814E0,1.678019330E0,3.132728816E0
4.119699277E2,2.449422903E0,2.139224312E0,3.780898226E0
4.119799277E2,1.665593997E0,3.282556116E0,4.960783022E0
4.119899277E2,1.321856800E0,4.285655317E0,6.570847181E0
4.119999278E2,6.204207171E-1,5.060405543E0,8.139319510E0
4.120099277E2,-4.438981371E-1,6.141736981E0,9.275606005E0
4.120199287E2,-1.427347441E0,7.125384250E0,9.674908853E0
4.120299287E2,-1.618292215E0,7.921672111E0,9.408002170E0
4.120399287E2,-1.439174311E0,8.436867943E0,8.963437779E0
4.120499287E2,-1.338183542E0,8.676105602E0,8.595452617E0
4.120599297E2,-1.543482938E0,9.015165757E0,7.808716183E0
4.120699297E2,-1.933507571E0,9.368418274E0,7.260330970E0
4.120799297E2,-1.962752274E0,9.541314594E0,6.902093702E0
4.120899298E2,-1.909120588E0,9.570430804E0,6.240339748E0
4.120999297E2,-2.255558322E0,9.153219688E0,4.969722830E0
4.121099307E2,-2.680534101E0,8.320724698E0,2.993073918E0
4.121199308E2,-2.648868213E0,6.864760399E0,6.687823069E-1
4.121299307E2,-2.165572304E0,4.449351627E0,-2.730007101E0
4.121399307E2,-1.110213175E0,1.145386516E0,-7.308154762E0
4.121499317E2,-9.532891095E-1,-4.080384133E0,-1.651597750E1
4.121599317E2,-5.934916286E0,-1.467680248E1,-2.541829785E1
4.121699317E2,-7.000786516E0,-2.892656643E1,-1.405014702E1
4.121799317E2,-6.132496919E-1,-2.901313329E1,-5.086999850E0
4.121899327E2,5.107548720E0,-1.863074467E1,-6.083903341E0
4.121999327E2,7.143472611E0,-7.611226475E0,-3.964483256E0
4.122099328E2,5.091432039E0,2.503836215E-1,-3.580506252E0
4.122199327E2,3.870072650E0,5.622574983E0,-3.425348046E0
4.122299327E2,3.377959871E0,1.115354164E1,-2.950453563E0
4.122399338E2,3.518114122E0,1.460631897E1,1.688097006E-1
4.122499337E2,3.613072612E0,1.345848949E1,3.697850515E0
4.122599337E2,2.789073919E0,8.623804597E0,8.364081218E0
4.122699337E2,8.840702091E-1,3.482230344E0,1.070405798E1
4.122799347E2,-3.620301817E0,-1.551968563E0,1.211636171E1
4.122899347E2,-6.732368912E0,-7.765626297E0,1.145106083E1
4.122999347E2,-1.241631335E1,-1.875827712E1,-5.264148849E-1
4.123099348E2,-1.433942398E1,-2.782657185E1,-1.993011059E1
4.123199357E2,-1.006441586E1,-2.202063286E1,-8.991477517E0
4.123299358E2,-4.069520591E0,-9.464388040E0,8.482827058E0
4.123399357E2,-9.737526101E-1,9.616822028E-1,8.500456413E0
4.123499357E2,5.953601356E-1,6.538690419E0,5.873316454E0
4.123599357E2,2.144661638E0,9.487070559E0,3.713784177E0
4.123699367E2,4.132105095E0,1.059005833E1,4.162482550E0
4.123799367E2,4.097418242E0,9.057453405E0,5.667965164E0
4.123899367E2,2.381755415E0,5.794293673E0,5.115525491E0
4.123999368E2,1.430069320E0,3.066872211E0,5.115324347E0
4.124099377E2,9.470785625E-1,4.025562394E-1,5.299326868E0
4.124199377E2,-8.111378152E-1,-3.114614142E0,5.451108892E0
4.124299378E2,-1.847445619E0,-5.028615401E0,4.968919423E0
4.124399377E2,8.180605531E-2,-4.340870574E0,3.652843326E0
4.124499388E2,1.881648615E0,-2.863040612E0,2.292455860E0
4.124599387E2,1.628716777E0,-2.130510206E0,1.988285018E0
4.124699387E2,1.262653303E0,-1.638709669E0,1.545372173E0
4.124799387E2,1.366542684E0,-1.228757286E0,5.257955186E-1
4.124899397E2,1.504789427E0,-3.314447415E-1,-5.896449208E-2
4.124999397E2,1.115606939E0,1.106038848E0,-2.665370663E-1
4.125099397E2,3.437399742E-1,2.584238938E0,-6.039400475E-1
4.125199398E2,-3.619114394E-1,3.500881793E0,-4.766520830E-1
4.125299397E2,-1.322860913E0,3.509248574E0,1.054534014E-1
4.125399407E2,-1.773538860E0,3.886659447E0,2.754564822E-1
4.125499408E2,-1.412945310E0,4.502589941E0,3.178253702E-1
4.125599407E2,-1.089004008E0,4.489003351E0,6.453817499E-1
4.125699407E2,-6.256870850E-1,4.233709238E0,9.708529758E-1
4.125799417E2,-4.785714681E-1,4.144274320E0,5.212932722E-1
4.125899417E2,-8.317949317E-1,3.932543718E0,-3.882902026E-1
4.125999417E2,-1.226415184E0,3.375525675E0,-1.009858582E0
4.126099417E2,-1.377125852E0,2.908915527E0,-1.358340356E0
4.126199427E2,-1.244520356E0,2.641703619E0,-1.200321692E0
4.126299427E2,-9.253662428E-1,2.578092930E0,-9.333401638E-1
4.126399428E2,-5.932116858E-1,2.419502408E0,-1.062027586E0
4.126499427E2,-3.099334564E-1,1.838261690E0,-1.140845714E0
4.126599437E2,3.588770999E-1,1.123529624E0,-1.326774162E0
4.126699438E2,1.526230874E0,2.489452064E-1,-1.873747272E0
4.126799437E2,2.855405026E0,-8.955648118E-1,-3.304006627E0
4.126899437E2,4.216009131E0,-2.601776492E0,-5.447192427E0
4.126999437E2,4.960501771E0,-4.221246482E0,-6.339876900E0
4.127099447E2,4.743839919E0,-4.654601176E0,-6.025409549E0
4.127199450E2,3.940667547E0,-3.960790447E0,-5.606025608E0
4.127299450E2,3.766236041E0,-3.116119215E0,-4.423853089E0
4.127399450E2,4.280666472E0,-2.655638119E0,-2.263317431E0
4.127499460E2,4.144031368E0,-3.018850783E0,-4.943592793E-1
4.127599460E2,2.803181496E0,-3.661379676E0,-5.860121919E-1
4.127699460E2,1.715368566E0,-3.998145969E0,-1.585130608E0
4.127799460E2,1.512574994E0,-4.067909684E0,-3.949662611E0
4.127899470E2,2.787964702E0,-4.499092721E0,-5.708654183E0
4.127999470E2,4.764397852E0,-5.514652339E0,-6.317014872E0
4.128099470E2,6.050632684E0,-6.367759933E0,-5.850005359E0
4.128199470E2,6.111022727E0,-7.030222569E0,-3.953174156E0
4.128299480E2,5.531470100E0,-6.770750620E0,-1.950297850E0
4.128399480E2,4.321684398E0,-5.645459231E0,-1.108479037E0
4.128499480E2,2.986309566E0,-4.256979986E0,-1.188822704E0
4.128599480E2,1.946160361E0,-3.094361141E0,-2.065346642E0
4.128699490E2,1.194001802E0,-2.275684292E0,-1.459103815E0
4.128799490E2,-5.896913788E-2,-2.398969910E0,5.756811120E-1
4.128899490E2,-9.596996313E-1,-2.760683348E0,3.384359064E0
4.128999490E2,-2.034031440E0,-2.967685307E0,4.875561023E0
4.129099490E2,-2.741756203E0,-3.395814929E0,4.323484463E0
4.129199500E2,-3.253629940E0,-4.674328512E0,3.113268113E0
4.129299500E2,-3.059980683E0,-6.295833333E0,1.775794716E0
4.129399500E2,-2.873210675E0,-7.771996254E0,3.086429393E-1
4.129499500E2,-2.549538637E0,-8.326156762E0,-9.700670370E-1
4.129599510E2,-2.735182471E0,-7.988301718E0,-1.141066301E0
4.129699510E2,-3.137918220E0,-6.657021106E0,-6.038125782E-1
4.129799510E2,-2.500589840E0,-4.452785112E0,9.305247295E-1
4.129899510E2,-2.212873647E0,-2.795228114E0,3.251318536E0
4.129999520E2,-7.899453861E-1,-2.072846135E0,4.775263441E0
4.130099520E2,3.868622395E-1,-1.223939765E0,5.790289500E0
4.130199520E2,2.108725820E0,-5.772868305E-1,6.430422789E0
4.130299520E2,3.820928557E0,4.459671378E-2,5.473595529E0
4.130399530E2,3.544943779E0,6.922506917E-1,3.534852362E0
4.130499530E2,2.512646214E0,1.799833789E0,3.293228454E0
4.130599530E2,2.441393945E0,3.110248026E0,3.891221445E0
4.130699530E2,1.528501056E0,4.122553668E0,5.003902144E0
4.130799530E2,7.089828647E-1,4.693720803E0,6.622541830E0
4.130899540E2,-3.883579024E-2,5.545035641E0,7.895652001E0
4.130999540E2,-5.447240886E-1,6.299594262E0,8.875558805E0
4.131099540E2,-1.011650681E0,7.235125378E0,9.296479980E0
4.131199540E2,-1.332125534E0,8.285246133E0,9.182174515E0
4.131299550E2,-1.826842809E0,9.162455950E0,8.997072133E0
4.131399550E2,-2.088413177E0,9.745767751E0,8.713971586E0
4.131499550E2,-1.893862425E0,9.956077480E0,8.054829583E0
4.131599550E2,-1.528200801E0,9.812838238E0,7.535222611E0
4.131699560E2,-1.637668864E0,9.689283063E0,6.766137167E0
4.131799560E2,-1.960372895E0,9.574768853E0,5.879546077E0
4.131899560E2,-2.164231391E0,9.117970333E0,4.670246571E0
4.131999560E2,-2.038182379E0,8.078335390E0,2.937374511E0
4.132099570E2,-1.379741750E0,6.548114376E0,1.224292937E0
4.132199570E2,-7.740431522E-1,3.795128887E0,-2.878731323E0
4.132299570E2,-1.049558399E-1,-1.253081703E-1,-8.713963400E0
4.132399570E2,-1.655293249E0,-6.154340070E0,-1.838233740E1
4.132499580E2,-7.023086042E0,-1.594774158E1,-2.492190666E1
4.132599580E2,-6.097801588E0,-2.681642558E1,-1.243220140E1
4.132699580E2,1.165859226E0,-2.534987139E1,-5.335248653E0
4.132799580E2,5.238459107E0,-1.636702319E1,-6.043852252E0
4.132899590E2,6.845528322E0,-7.027155704E0,-4.253595326E0
4.132999590E2,5.403504370E0,2.672464067E-1,-3.444880670E0
4.133099590E2,4.724313143E0,5.630060003E0,-3.889201232E0
4.133199590E2,3.042903305E0,1.108717223E1,-3.869220711E0
4.133299590E2,1.373251194E0,1.371819006E1,-2.096068937E0
4.133399600E2,2.361857632E0,1.008398883E1,9.824690545E-1
4.133499600E2,2.615949850E0,3.761983945E0,5.154750953E0
4.133599600E2,-3.149093273E-1,-2.842634414E0,9.001329491E0
4.133699600E2,-3.920477111E0,-9.731454937E0,1.135616988E1
4.133799610E2,-4.890497736E0,-1.712008142E1,8.722897945E0
4.133899610E2,-9.000028485E0,-2.270263806E1,1.172156239E-1
4.133999610E2,-1.142739832E1,-2.062841549E1,-1.165882644E1
4.134099610E2,-8.398835313E0,-1.002138620E1,-1.907133704E-1
4.134199620E2,-3.984455298E0,1.252095863E0,9.461698905E0
4.134299620E2,-2.253837925E0,7.870828816E0,6.680787699E0
4.134399620E2,-1.455644456E0,1.093582524E1,4.552938268E0
4.134499620E2,-2.933659190E-1,1.173388949E1,4.562034197E0
4.134599630E2,1.011947354E0,1.054202462E1,7.367785252E0
4.134699630E2,7.474508925E-1,7.803973507E0,7.606694298E0
4.134799630E2,-1.249458915E0,4.430917695E0,5.427452227E0
4.134899630E2,-2.191679391E0,1.676322468E0,4.642253318E0
4.134999640E2,-1.640984674E0,-7.702747679E-1,5.407129644E0
4.135099640E2,-4.364266015E-1,-3.632672771E0,5.679288297E0
4.135199640E2,3.512988891E-1,-5.176074579E0,5.995723236E0
4.135299640E2,1.354806591E0,-4.669091746E0,5.490217409E0
4.135399650E2,2.196353509E0,-3.671948519E0,3.295067403E0
4.135499650E2,3.623167830E0,-2.711365592E0,7.742929745E-1
4.135599650E2,4.898594668E0,-2.066427062E0,-4.543216395E-1
4.135699650E2,5.384436600E0,-1.425782141E0,-5.798332930E-2
4.135799660E2,5.072495831E0,-1.206567103E0,1.129000279E0
4.135899660E2,4.260111755E0,-6.228419030E-1,1.343777865E0
4.135999660E2,3.096850886E0,8.553891778E-1,6.976008940E-1
4.136099660E2,2.091252731E0,1.812470791E0,-2.995715690E-1
4.136199670E2,1.137135510E0,2.116627747E0,-8.478170335E-1
4.136299670E2,8.897196427E-1,3.104491442E0,-5.826832259E-1
4.136399670E2,5.689055047E-1,4.145802782E0,-6.067807710E-1
4.136499670E2,-2.098867560E-1,4.599381825E0,-5.029301280E-1
4.136599680E2,-1.178911381E0,4.558537855E0,4.137653518E-1
4.136699680E2,-1.697055087E0,4.090643073E0,5.290238760E-1
4.136799680E2,-1.702598101E0,3.603912072E0,-2.421723765E-1
4.136899680E2,-1.800410471E0,3.346381398E0,-1.842948818E0
4.136999690E2,-2.260603738E0,3.107148417E0,-3.422548399E0
4.137099690E2,-2.490646358E0,2.780628785E0,-4.295321349E0
4.137199689E2,-2.552208475E0,2.262619273E0,-4.324967902E0
4.137299689E2,-2.061090162E0,1.717019089E0,-3.589984004E0
4.137399689E2,-1.386219880E0,1.277863373E0,-2.037262319E0
4.137499699E2,-4.919159471E-1,5.315037167E-1,-1.729555081E0
4.137599699E2,4.579952990E-1,-4.221789104E-1,-1.206049478E0
4.137699699E2,8.964139006E-1,-1.149389520E0,-1.633149551E0
4.137799699E2,1.591333481E0,-1.334936290E0,-3.115075487E0
4.137899709E2,3.321854668E0,-1.382126829E0,-3.885579466E0
4.137999709E2,5.446982512E0,-1.884275769E0,-3.849602425E0
4.138099709E2,6.171204025E0,-2.688963155E0,-2.873420882E0
4.138199709E2,7.041971380E0,-3.229533564E0,-1.837964798E0
4.138299719E2,7.698092126E0,-3.305101810E0,-8.933969566E-1
4.138399719E2,7.043025048E0,-3.338878836E0,-2.867293292E-1
4.138499719E2,5.413591987E0,-4.051349784E0,-2.039337789E0
4.138599719E2,4.361121236E0,-4.548425095E0,-4.951281881E0
4.138699729E2,4.477671154E0,-5.084170967E0,-6.440217460E0
4.138799729E2,5.240599188E0,-5.268130218E0,-5.013356507E0
4.138899729E2,5.550048459E0,-5.669298329E0,-3.402024964E0
4.138999729E2,5.515660983E0,-6.446409076E0,-3.122709028E0
4.139099739E2,5.660749699E0,-6.729442965E0,-2.540615786E0
4.139199739E2,5.064589226E0,-5.890337698E0,-1.733741541E0
4.139299739E2,3.508989834E0,-4.653652757E0,-1.276586925E0
4.139399739E2,2.134761571E0,-3.479283348E0,-7.022370051E-1
4.139499749E2,1.480099997E0,-2.997801976E0,3.316062708E-1
4.139599749E2,2.182312078E-1,-3.534597423E0,2.141705285E0
4.139699749E2,-1.743246482E0,-4.701757801E0,3.099344139E0
4.139799749E2,-3.876409278E0,-5.533664560E0,3.481315840E0
4.139899759E2,-5.029715847E0,-6.063102456E0,3.128576124E0
4.139999759E2,-5.418743384E0,-6.892377384E0,2.934643276E0
4.140099759E2,-4.940289116E0,-7.306645596E0,2.469182106E0
4.140199759E2,-4.766004960E0,-7.155308545E0,1.206991611E0
4.140299769E2,-5.034106522E0,-6.940222811E0,1.955433168E-2
4.140399769E2,-5.164043348E0,-5.900893092E0,-5.980251503E-1
4.140499769E2,-4.717618373E0,-4.112363141E0,-6.549197280E-1
4.140599769E2,-3.960365062E0,-2.330872067E0,9.227388695E-2
4.140699779E2,-2.901198372E0,-8.822705823E-1,1.512622357E0
4.140799779E2,-1.850048215E0,6.957496655E-1,3.477362245E0
4.140899779E2,-4.317987496E-1,1.345864152E0,5.884432011E0
4.140999779E2,1.851200263E0,1.469104162E0,6.360191297E0
4.141099789E2,2.447106821E0,1.541041287E0,5.945347134E0
4.141199789E2,2.835732946E0,1.676782644E0,4.211582789E0
4.141299789E2,3.267075613E0,2.088535384E0,2.847751898E0
4.141399789E2,3.227499903E0,3.032282422E0,3.390275862E0
4.141499799E2,2.651438064E0,4.022260471E0,4.537908293E0
4.141599799E2,1.888496582E0,4.704976108E0,6.145634151E0
4.141699799E2,9.291844015E-1,5.125487977E0,7.497955967E0
4.141799799E2,2.452571117E-1,5.510152321E0,8.545878169E0
4.141899809E2,-1.324782271E-1,6.169549263E0,9.083412704E0
4.141999809E2,-4.432787342E-1,6.684166220E0,8.666226146E0
4.142099809E2,-8.403920929E-1,7.037602340E0,7.817981681E0
4.142199809E2,-1.117285821E0,7.367323322E0,7.394602922E0
4.142299819E2,-1.549171255E0,7.579433994E0,7.293469480E0
4.142399819E2,-1.952328881E0,8.005491947E0,7.189429972E0
4.142499819E2,-1.871789186E0,8.429388185E0,6.789170519E0
4.142599819E2,-2.128053791E0,8.473995423E0,5.905467369E0
4.142699829E2,-2.344821039E0,8.398219017E0,5.129699142E0
4.142799829E2,-2.552476863E0,8.145772498E0,4.013486139E0
4.142899829E2,-2.586045143E0,7.250168509E0,2.306342998E0
4.142999829E2,-1.926561809E0,5.584311973E0,-9.573704660E-2
4.143099839E2,-1.266771935E0,3.238096227E0,-3.606485139E0
4.143199839E2,-1.142773395E0,-2.945827246E-1,-9.396028826E0
4.143299839E2,-6.033704190E-1,-6.090285577E0,-2.235013515E1
4.143399839E2,-1.747336902E0,-1.953295250E1,-2.638187455E1
4.143499849E2,-8.238445457E-1,-3.181060731E1,-1.084182774E1
4.143599849E2,4.276979803E0,-2.946088265E1,-5.239230355E0
4.143699849E2,7.970049634E0,-1.688961809E1,-5.138515574E0
4.143799849E2,5.378718023E0,-4.753351877E0,-3.358341001E0
4.143899859E2,1.820010191E0,2.931688678E0,-3.261954036E0
4.143999859E2,-1.005632580E0,8.569521385E0,-2.465551570E0
4.144099859E2,-3.967944808E0,1.211694058E1,-2.089099056E-1
4.144199859E2,-3.349392130E0,1.108878840E1,2.161075064E0
4.144299869E2,-1.704462193E0,5.665790584E0,6.293762834E0
4.144399869E2,-3.337975441E0,-3.217944968E-1,1.135568807E1
4.144499869E2,-3.665352567E0,-4.374160527E0,1.537447705E1
4.144599869E2,-5.718180467E0,-8.242729858E0,1.283532248E1
4.144699879E2,-8.796829555E0,-1.316218301E1,9.264550674E-1
4.144799879E2,-1.199197038E1,-1.867145181E1,-1.770674309E1
4.144899879E2,-1.179568637E1,-1.546279690E1,-1.078533311E1
4.144999879E2,-5.098484366E0,-5.098838122E0,8.596999791E0
4.145099889E2,6.224276277E-1,3.307639502E0,9.469281574E0
4.145199889E2,2.258424773E0,7.600075834E0,5.573932580E0
4.145299889E2,3.330899141E0,9.756752915E0,4.513717777E0
4.145399889E2,4.756236894E0,1.013924736E1,6.041322747E0
4.145499899E2,4.165592099E0,8.231926543E0,5.473358717E0
4.145599899E2,2.020167546E0,5.652436128E0,4.519484886E0
4.145699899E2,1.580788027E0,3.222363124E0,4.404646740E0
4.145799899E2,9.214473657E-1,-2.195073992E-1,4.245662116E0
4.145899909E2,-3.589830076E-1,-3.528231559E0,4.953541245E0
4.145999909E2,1.673212626E0,-5.122396554E0,5.577129253E0
4.146099909E2,3.032110514E0,-4.751289564E0,3.163897984E0
4.146199909E2,3.887569274E0,-3.507594981E0,1.895525812E0
4.146299919E2,3.723597852E0,-2.402094662E0,7.090976894E-1
4.146399919E2,3.079406303E0,-9.926619208E-1,-7.718324661E-4
4.146499919E2,2.057966725E0,4.650875330E-2,2.814873004E-1
4.146599919E2,1.388013367E0,1.123455949E0,-3.512749887E-1
4.146699929E2,5.273684562E-1,1.970959572E0,-1.135360880E0
4.146799929E2,-6.768758035E-1,2.106672277E0,-1.077578695E0
4.146899929E2,-1.130422541E0,2.781723969E0,-9.008933794E-1
4.146999929E2,-1.494010962E0,3.849907358E0,-1.089481287E0
4.147099939E2,-1.560233164E0,5.021174235E0,-6.713784707E-1
4.147199943E2,-2.621930090E0,5.586311136E0,3.448396345E-2
4.147299943E2,-3.482776474E0,5.715110679E0,8.845521659E-1
4.147399943E2,-3.323677830E0,5.098582599E0,1.331856562E0
4.147499953E2,-2.977818824E0,4.428620324E0,7.747163860E-1
4.147599953E2,-2.942665656E0,3.827171044E0,-1.178515670E0
4.147699953E2,-3.080885648E0,3.232774091E0,-3.373503124E0
4.147799953E2,-3.024112692E0,2.619042735E0,-4.648276827E0
4.147899963E2,-2.427348787E0,1.927174451E0,-4.488920905E0
4.147999963E2,-1.352287026E0,1.234681685E0,-3.141506656E0
4.148099963E2,3.045193367E-2,3.619186753E-1,-1.626865256E0
4.148199963E2,1.803215234E0,-7.932192421E-1,-8.638810891E-1
4.148299973E2,3.781696956E0,-2.028825372E0,-1.360018507E0
4.148399973E2,5.757110644E0,-2.900223641E0,-2.856614815E0
4.148499973E2,6.230716985E0,-2.992391548E0,-3.597825705E0
4.148599973E2,5.228701274E0,-2.255438892E0,-3.303828871E0
4.148699983E2,4.768745257E0,-1.205712824E0,-1.914154456E0
4.148799983E2,4.632688150E0,-1.112569603E0,-3.555475491E-1
4.148899983E2,4.764323593E0,-1.730673507E0,7.026691143E-1
4.148999983E2,4.105267544E0,-2.464704893E0,1.048927630E0
4.149099993E2,3.636911710E0,-3.485855033E0,-3.583976282E-1
